ord,emm,mun,yr,dextra,edon,inegi,ife,part,dmujer,incumbent,race.after,runnerup,part2nd,mg,ddied,drepe,drepg,dlegacy,who,prior.inc.part,inc.part.after,notes,source
20402,ver-15.030,CAMERINO Z. MENDOZA,2013,0,30,30030,30031,pri-pvem-pna,0,RENE HUERTA RODRIGUEZ,Term-limited-p-lost,,pan,0.059539426,0,0,0,,,incumbent out,incumbent out,,
20403,ver-16.030,CAMERINO Z. MENDOZA,2017,0,30,30030,30031,pan-prd,0,MELITON REYES LARIOS,Term-limited-p-lost,,morena,0.051877229,0,0,0,,,incumbent out,incumbent out,,
20404,ver-17.030,CAMERINO Z. MENDOZA,2021,0,30,30030,30031,pvem-pt-morena,0,HECTOR RODRIGUEZ CORTES,2025,,pan-pri-prd,0.043408558,0,,,,,incumbent out,2024,,
20405,ver-18.030,CAMERINO Z. MENDOZA,2025,0,30,30030,30031,,,,,,,,,,,,,,,,
20409,ver-11.031,CARRILLO PUERTO,2000,0,30,30031,30032,pri,0,CRISTOBAL DOMINGUEZ JACOME,Term-limited-p-won,,conve,0.145025295,0,0,0,,,incumbent out,incumbent out,,
20410,ver-12.031,CARRILLO PUERTO,2004,0,30,30031,30032,pri-pvem,0,GABINO RAMOS AQUINO,Term-limited-p-won,,pan,0.208382034,0,0,0,,,incumbent out,incumbent out,,
20411,ver-13.031,CARRILLO PUERTO,2007,0,30,30031,30032,pri-pvem-pna-pasd,0,ALVARO CRUZ MORENO,Term-limited-p-won,,prd,0.126744353,0,0,0,,,incumbent out,incumbent out,,
20412,ver-14.031,CARRILLO PUERTO,2010,0,30,30031,30032,pan-pna,0,DOMITILO SILVERIO BAEZ,Term-limited-p-won,,pri-pvem-prv,0.025602969,0,0,0,,,incumbent out,incumbent out,,
20413,ver-15.031,CARRILLO PUERTO,2013,0,30,30031,30032,pri-pvem-pna,0,JORGE GUSTAVO CALDERON JACOME,Term-limited-p-lost,,pt,0.01399053,0,0,0,,,incumbent out,incumbent out,,
20414,ver-16.031,CARRILLO PUERTO,2017,0,30,30031,30032,pan-prd,0,JAIME CARRILLO TINOCO,Term-limited-p-lost,,pri-pvem,0.107052897,0,0,0,,,incumbent out,incumbent out,,
20415,ver-17.031,CARRILLO PUERTO,2021,0,30,30031,30032,pri,0,JOSE GUSTAVO JACOME CALDERON,2025,,morena,0.096632653,0,,,,,incumbent out,2024,,
20416,ver-18.031,CARRILLO PUERTO,2025,0,30,30031,30032,,,,,,,,,,,,,,,,
20420,ver-11.032,CATEMACO,2000,0,30,30032,30034,pri-psn-dsppn,0,SALVADOR GUERRERO MORENO,Term-limited-p-lost,,pan,0.032271132,0,0,0,,,incumbent out,incumbent out,,
20421,ver-12.032,CATEMACO,2004,0,30,30032,30034,prd-pt-conve,0,SERGIO ANTONIO CADENA MARTINEZ,Term-limited-p-won,,pri-pvem,0.020201404,0,1,1,,,incumbent out,incumbent out,,
20422,ver-13.032,CATEMACO,2007,0,30,30032,30034,pt,0,JORGE ALBERTO GONZALEZ AZAMAR,Term-limited-p-lost,,pri-pvem-pna,0.047435279,0,1,1,,,incumbent out,incumbent out,,
20423,ver-14.032,CATEMACO,2010,0,30,30032,30034,pri-pvem-prv,0,ELIUD ALBERTO CERVANTES RAMIREZ,Dead-p-lost,,pan-pna,0.225340818,1,0,0,,,incumbent out,incumbent out,Died heart failure 11feb2013,
20424,ver-15.032,CATEMACO,2013,0,30,30032,30034,ave,0,JORGE ALBERTO GONZALEZ AZAMAR,Term-limited-p-lost,,pan,0.026360339,0,1,1,,,incumbent out,incumbent out,,
20425,ver-16.032,CATEMACO,2017,0,30,30032,30034,pan-prd,0,JULIO CESAR ORTEGA SERRANO,Term-limited-p-lost,,pna,0.13761255,0,0,0,,,incumbent out,incumbent out,,
20426,ver-17.032,CATEMACO,2021,0,30,30032,30034,morena,0,JUAN JOSE ROSARIO MORALES,2025,,pan-pri-prd,0.267591033,0,,,,,incumbent out,2024,,
20427,ver-18.032,CATEMACO,2025,0,30,30032,30034,,,,,,,,,,,,,,,,
20431,ver-11.033,CAZONES DE HERRERA,2000,0,30,30033,30035,pri-parm-dsppn-pas,0,HUMBERTO MANUEL TELLEZ MARIE,Term-limited-p-won,,pan-prd,0.029496943,0,1,1,,,incumbent out,incumbent out,,
20432,ver-12.033,CAZONES DE HERRERA,2004,0,30,30033,30035,pri-pvem,0,JULIAN OVANDO MEZA,Term-limited-p-won,,pan,0.058555697,0,0,0,,,incumbent out,incumbent out,,
20433,ver-13.033,CAZONES DE HERRERA,2007,0,30,30033,30035,pri-pvem-pna-pasd,0,JORGE ARTURO ZARDONI HERRERA,Term-limited-p-won,,pan,0.196343874,0,0,0,,,incumbent out,incumbent out,,
20434,ver-14.033,CAZONES DE HERRERA,2010,0,30,30033,30035,pri-pvem-prv,0,ALEJANDRO HERRERA CARRANZA,Term-limited-p-won,,pan,0.113388459,0,0,0,,,incumbent out,incumbent out,,
20435,ver-15.033,CAZONES DE HERRERA,2013,0,30,30033,30035,pri-pvem-pna,0,ORLANDO GONZALEZ GONZALEZ,Term-limited-p-lost,,pan,0.157249509,0,0,0,,,incumbent out,incumbent out,,
20436,ver-16.033,CAZONES DE HERRERA,2017,0,30,30033,30035,pan-prd,0,ZENON PACHECO VERGEL,Term-limited-p-lost,,pna,0.185291383,0,0,0,,,incumbent out,incumbent out,,
20437,ver-17.033,CAZONES DE HERRERA,2021,0,30,30033,30035,mc,0,REMIGIO TOVAR TOVAR,2025,,prd,0.295294715,0,,,,,incumbent out,2024,,
20438,ver-18.033,CAZONES DE HERRERA,2025,0,30,30033,30035,,,,,,,,,,,,,,,,
20442,ver-11.034,CERRO AZUL,2000,0,30,30034,30036,pan-prd,0,ARIEL VINIEGRA MOGICA,Term-limited-p-won,,pri,0.154327735,0,0,0,,,incumbent out,incumbent out,,
20443,ver-12.034,CERRO AZUL,2004,0,30,30034,30036,pan,0,BRUNO VERA CASANOVA,Term-limited-p-lost,,pri-pvem,0.275769984,0,0,0,,,incumbent out,incumbent out,,
20444,ver-13.034,CERRO AZUL,2007,0,30,30034,30036,pri-pvem-pna,0,REYNALDO MORA NUÑEZ,Term-limited-p-won,,pasd,0.296484872,0,0,0,,,incumbent out,incumbent out,,
20445,ver-14.034,CERRO AZUL,2010,0,30,30034,30036,pri-pvem-prv,0,JOSE LUIS TERAN INTRIAGO,Term-limited-p-won,,prd-pt-conve,0.156446064,0,0,0,,,incumbent out,incumbent out,,
20446,ver-15.034,CERRO AZUL,2013,0,30,30034,30036,pri-pvem-pna,1,LUDIVINA RAMIREZ AHUMADA,Term-limited-p-lost,,pan,0.214951579,0,0,0,,,incumbent out,incumbent out,,
20447,ver-16.034,CERRO AZUL,2017,0,30,30034,30036,mc,0,CARLOS VICENTE REYES JUAREZ,Term-limited-p-lost,,morena,0.015182456,0,0,0,,,incumbent out,incumbent out,,
20448,ver-17.034,CERRO AZUL,2021,0,30,30034,30036,pvem,0,FRANCISCO JAVIER MEDINA DEL ANGEL,2025,,mc,0.115238954,0,,,,,incumbent out,2024,,
20449,ver-18.034,CERRO AZUL,2025,0,30,30034,30036,,,,,,,,,,,,,,,,
20453,ver-11.035,CITLALTEPETL,2000,0,30,30035,30037,pri-parm-psn,0,LAMBERTO SANTIAGO VIDAL,Term-limited-p-lost,,pan,0.052585259,0,0,0,,,incumbent out,incumbent out,,
20454,ver-12.035,CITLALTEPETL,2004,0,30,30035,30037,pan,0,CIRO ANTONIO QUIRINO FELIX HERNANDEZ,Term-limited-p-lost,,prv,0.103483607,0,0,0,,,incumbent out,incumbent out,,
20455,ver-13.035,CITLALTEPETL,2007,0,30,30035,30037,pri-pvem-pna-pasd,0,GREGORIO SANTIAGO SANTIAGO,Term-limited-p-won,,pan,0.177571975,0,0,0,,,incumbent out,incumbent out,,
20456,ver-14.035,CITLALTEPETL,2010,0,30,30035,30037,pan-pna,0,GREGORIO ROLANDO FELIX HUERTA,Term-limited-p-won,,pri-pvem-prv,0.106676754,0,0,0,,,incumbent out,incumbent out,,
20457,ver-15.035,CITLALTEPETL,2013,0,30,30035,30037,pri-pvem-pna,0,JESUS ISIDRO BALTAZAR,Term-limited-p-lost,,pan,0.054927587,0,0,0,,,incumbent out,incumbent out,,
20458,ver-16.035,CITLALTEPETL,2017,0,30,30035,30037,pan-prd,1,EUTIQUIA REYES SANTIAGO,Term-limited-p-lost,,pri-pvem,0.03154162,0,0,0,,,incumbent out,incumbent out,,
20459,ver-17.035,CITLALTEPETL,2021,0,30,30035,30037,uc,0,CIRILO DOROTEO ESTEBAN,2025,,pan,0.052404106,0,,,,,incumbent out,2024,,
20460,ver-18.035,CITLALTEPETL,2025,0,30,30035,30037,,,,,,,,,,,,,,,,
20464,ver-11.036,COACOATZINTLA,2000,0,30,30036,30038,pvem,0,JUAN SOLANO LANDA,Term-limited-p-lost,,pt,0.176513229,0,0,0,,,incumbent out,incumbent out,,
20465,ver-12.036,COACOATZINTLA,2004,0,30,30036,30038,pan,?,?,Term-limited-p-lost,,prd-pt-conve,0.168755732,0,0,0,,,incumbent out,incumbent out,,
20466,ver-13.036,COACOATZINTLA,2007,0,30,30036,30038,prd,0,HECTOR SAUL CANO HERRERA,Term-limited-p-lost,,pri-pvem-pna-pasd,0.053301512,0,0,0,,,incumbent out,incumbent out,,
20467,ver-14.036,COACOATZINTLA,2010,0,30,30036,30038,pan,0,HERNANDO SANGABRIEL LANDA,Term-limited-p-lost,,prd-pt-conve,0.045856611,0,0,0,,,incumbent out,incumbent out,,
20468,ver-15.036,COACOATZINTLA,2013,0,30,30036,30038,mc,0,HECTOR MANUEL HERNANDEZ SANGABRIEL,Term-limited-p-lost,,pan,0.067301845,0,0,0,,,incumbent out,incumbent out,,
20469,ver-16.036,COACOATZINTLA,2017,0,30,30036,30038,pri-pvem,1,ALMA GUADALUPE MARAVERT ALBA,Term-limited-p-lost,,pes,0.041219963,0,0,0,,,incumbent out,incumbent out,,
20470,ver-17.036,COACOATZINTLA,2021,0,30,30036,30038,podemos,0,JOSE RODOLFO DURAN MENDEZ,2025,,pvem-pt-morena,0.000504541,0,,,,,incumbent out,2024,,
20471,ver-18.036,COACOATZINTLA,2025,0,30,30036,30038,,,,,,,,,,,,,,,,
20475,ver-11.037,COAHUITLAN,2000,0,30,30037,30039,pri-parm-psn-dsppn,0,FROYLAN CARPIO GONZALEZ,Term-limited-p-lost,,pvem,0.022570773,0,0,0,,,incumbent out,incumbent out,,
20476,ver-12.037,COAHUITLAN,2004,0,30,30037,30039,pan,0,JOSE ANTONIO GARCIA,Term-limited-p-lost,,pri-pvem,0.152918161,0,0,0,,,incumbent out,incumbent out,,
20477,ver-13.037,COAHUITLAN,2007,0,30,30037,30039,pri-pvem-pna,,JUNA HERNANDEZ LEON,Term-limited-p-won,,pan,0.083406755,0,0,0,,,incumbent out,incumbent out,,
20478,ver-14.037,COAHUITLAN,2010,0,30,30037,30039,pna,0,ISAAC GARCIA ALVAREZ,Term-limited-p-lost,,pri-pvem-prv,0.026754027,0,0,0,,,incumbent out,incumbent out,,
20479,ver-15.037,COAHUITLAN,2013,0,30,30037,30039,conve,0,MIGUEL ANTONIO CASTILLO,Term-limited-p-lost,,pt,0.010304097,0,0,0,,,incumbent out,incumbent out,,
20480,ver-16.037,COAHUITLAN,2017,0,30,30037,30039,indep,0,ISAAC GARCIA ALVAREZ,Term-limited-p-lost,,pt,0.041773033,0,1,1,,,incumbent out,incumbent out,,
20481,ver-17.037,COAHUITLAN,2021,0,30,30037,30039,pan,0,ROBERTO FRANCISCO GARCIA,2025,,pvem-pt-morena,0.010809708,0,,,,,incumbent out,2024,,
20482,ver-18.037,COAHUITLAN,2025,0,30,30037,30039,,,,,,,,,,,,,,,,
20486,ver-11.038,COATEPEC,2000,0,30,30038,30040,pan-pvem,0,MIGUEL ANGEL CERVANTES SANCHEZ,Term-limited-p-won,,pri-psn-pas,0.104328524,0,0,0,,,incumbent out,incumbent out,,
20487,ver-12.038,COATEPEC,2004,0,30,30038,30040,pan,0,MIGUEL GALINDO GUESCA,Term-limited-p-lost,,pri-pvem,0.069109477,0,0,0,,,incumbent out,incumbent out,,
20488,ver-13.038,COATEPEC,2007,0,30,30038,30040,pri-pvem-pna,0,SERGIO JOAQUIN RAMIREZ CABAÑAS CONTI,Term-limited-p-lost,,pan,0.192139171,0,0,0,,,incumbent out,incumbent out,,
20489,ver-14.038,COATEPEC,2010,0,30,30038,30040,pan,0,JOSE MANUEL SANCHEZ MARTINEZ,Term-limited-p-lost,,pri-pvem-prv,0.067951822,0,0,0,,,incumbent out,incumbent out,,
20490,ver-15.038,COATEPEC,2013,0,30,30038,30040,pri-pvem-pna,0,ROBERTO PEREZ MORENO,Term-limited-p-lost,,pan,0.059546104,0,0,0,,,incumbent out,incumbent out,,
20491,ver-16.038,COATEPEC,2017,0,30,30038,30040,pan-prd,0,LUIS ENRIQUE FERNANDEZ PEREDO,Term-limited-p-lost,,morena,0.029738433,0,0,0,,,incumbent out,incumbent out,,
20492,ver-17.038,COATEPEC,2021,0,30,30038,30040,pvem-pt-morena,0,RAYMUNDO ANDRADE RIVERA,2025,,pan-pri-prd,0.184809857,0,,,,,incumbent out,2024,,
20493,ver-18.038,COATEPEC,2025,0,30,30038,30040,,,,,,,,,,,,,,,,
20497,ver-11.039,COATZACOALCOS,2000,0,30,30039,30041,pri,0,MARCELO MONTIEL MONTIEL,Term-limited-p-won,,prd,0.11533277,0,0,0,,,incumbent out,incumbent out,,
20498,ver-12.039,COATZACOALCOS,2004,0,30,30039,30041,pri-pvem,0,IVAN HILLMAN CHAPOY,Term-limited-p-won,,prd-pt-conve,0.145450662,0,0,0,,,incumbent out,incumbent out,,
20499,ver-13.039,COATZACOALCOS,2007,0,30,30039,30041,pri-pvem-pna,0,MARCELO MONTIEL MONTIEL,Term-limited-p-won,,pan,0.210358616,0,1,1,,,incumbent out,incumbent out,,
20500,ver-14.039,COATZACOALCOS,2010,0,30,30039,30041,pri-pvem-prv,0,MARCOS CESAR THEUREL COTORO,Term-limited-p-won,,pan-pna,0.056216549,0,0,0,,,incumbent out,incumbent out,,
20501,ver-15.039,COATZACOALCOS,2013,0,30,30039,30041,pri-pvem-pna,0,JOAQUIN CABALLERO ROSIÑOL,Term-limited-p-lost,,pan,0.266899931,0,0,0,,,incumbent out,incumbent out,,
20502,ver-16.039,COATZACOALCOS,2017,0,30,30039,30041,morena,0,VICTOR MANUEL CARRANZA ROSALDO,Term-limited-p-won,,pri-pvem,0.145523314,0,0,0,,,incumbent out,incumbent out,,
20503,ver-17.039,COATZACOALCOS,2021,0,30,30039,30041,pvem-pt-morena,0,AMADO JESUS CRUZ MALPICA,2025,,pan-pri-prd,0.319159209,0,,,,,incumbent out,2024,,
20504,ver-18.039,COATZACOALCOS,2025,0,30,30039,30041,,,,,,,,,,,,,,,,
20508,ver-11.040,COATZINTLA,2000,0,30,30040,30042,prd,0,CESAR ULISES GARCIA VAZQUEZ,Term-limited-p-won,,pri-parm-dsppn-pas,0.228329643,0,0,0,,,incumbent out,incumbent out,,
20509,ver-12.040,COATZINTLA,2004,0,30,30040,30042,prd-pt-conve,0,JORGE AURELIO CAZARES ANAYA,Term-limited-p-lost,,pan,0.041268578,0,0,0,,,incumbent out,incumbent out,,
20510,ver-13.040,COATZINTLA,2007,0,30,30040,30042,pri-pvem-pna,1,YOLANDA NAYELI DEL VALLE TOCA,Term-limited-p-won,,prd,0.096460747,0,0,0,,,incumbent out,incumbent out,,
20511,ver-14.040,COATZINTLA,2010,0,30,30040,30042,pri-pvem-prv,0,VICTOR MOISES HERNANDEZ ESTIVALET,Term-limited-p-lost,,prd-pt-conve,0.067746686,0,0,1,,,incumbent out,incumbent out,,
20512,ver-15.040,COATZINTLA,2013,0,30,30040,30042,prd,0,CESAR ULISES GARCIA VAZQUEZ,Term-limited-p-won,,pri-pvem-pna,0.113146302,0,1,1,,,incumbent out,incumbent out,,
20513,ver-16.040,COATZINTLA,2017,0,30,30040,30042,pan-prd,1,PATRICIA CRUZ MATHEIS,Term-limited-p-lost,,morena,0.228984425,0,0,0,,,incumbent out,incumbent out,,
20514,ver-17.040,COATZINTLA,2021,0,30,30040,30042,pvem-pt-morena,0,CESAR ULISES GARCIA VAZQUEZ,2025,,pan-pri-prd,0.097360054,0,,,,,incumbent out,2024,,
20515,ver-18.040,COATZINTLA,2025,0,30,30040,30042,,,,,,,,,,,,,,,,
20519,ver-11.041,COETZALA,2000,0,30,30041,30043,pan,0,CRISPIN GARCIA GALINDO,Term-limited-p-lost,,pri,0.079096045,0,0,0,,,incumbent out,incumbent out,,
20520,ver-12.041,COETZALA,2004,0,30,30041,30043,pri-pvem,1,IRAIS ISABEL GARCIA GARCIA,Term-limited-p-lost,,prv,0.004052685,0,0,0,,,incumbent out,incumbent out,,
20521,ver-13.041,COETZALA,2007,0,30,30041,30043,pasd,0,PEDRO REYES SANCHEZ,Term-limited-p-lost,,conve,0.076714801,0,0,0,,,incumbent out,incumbent out,,
20522,ver-14.041,COETZALA,2010,0,30,30041,30043,prd-pt-conve,0,JUAN CARLOS JUAREZ GARCIA,Term-limited-p-won,,pri-pvem-prv,0.003262643,0,0,0,,,incumbent out,incumbent out,,
20523,ver-15.041,COETZALA,2013,0,30,30041,30043,mc,1,DOLORES ALVARO ZEPAHUA REYES,Term-limited-p-lost,,ave,0.081717452,0,0,0,,,incumbent out,incumbent out,,
20524,ver-16.041,COETZALA,2017,0,30,30041,30043,pna,0,GERARDO TIRSO ACAHUA APALE,Dead-p-lost,,mc,0.114047288,1,0,0,,,incumbent out,incumbent out,Died covid19 28jun2020,
20525,ver-17.041,COETZALA,2021,0,30,30041,30043,pvem-pt-morena,0,ALEJANDRO GARCIA HERNANDEZ,2025,,podemos,0.127171216,0,,,,,incumbent out,2024,,
20526,ver-18.041,COETZALA,2025,0,30,30041,30043,,,,,,,,,,,,,,,,
20530,ver-11.042,COLIPA,2000,0,30,30042,30044,pri-pas,0,RAMON SILVA BARRADAS,Term-limited-p-lost,,prd,0.032743696,0,0,0,,,incumbent out,incumbent out,,
20531,ver-12.042,COLIPA,2004,0,30,30042,30044,pan,0,FERNANDO HERNANDEZ MASEGOSA,Term-limited-p-lost,,prd-pt-conve,0.139114391,0,0,0,,,incumbent out,incumbent out,,
20532,ver-13.042,COLIPA,2007,0,30,30042,30044,pri-pvem-pna-pasd,1,GINA DELY MASEGOSA LOPEZ,Term-limited-p-won,,pan,0.034519197,0,0,0,,,incumbent out,incumbent out,,
20533,ver-14.042,COLIPA,2010,0,30,30042,30044,pri-pvem-prv,0,JORGE GARRIDO ZACARIAS,Term-limited-p-lost,,pan,0.082516598,0,0,0,,,incumbent out,incumbent out,,
20534,ver-15.042,COLIPA,2013,0,30,30042,30044,prd,0,VICTOR MOLINA DORANTES,Term-limited-p-won,,pri-pvem-pna,0.023615406,0,0,0,,,incumbent out,incumbent out,,
20535,ver-16.042,COLIPA,2017,0,30,30042,30044,pan-prd,1,TERESA MOLINA DORANTES,Term-limited-p-won,,pna,0.434104046,0,0,0,,,incumbent out,incumbent out,,
20536,ver-17.042,COLIPA,2021,0,30,30042,30044,prd,1,GABRIELA ALEJANDRA ORTEGA MOLINA,2025,,podemos,0.134006913,0,,,,,incumbent out,2024,,
20537,ver-18.042,COLIPA,2025,0,30,30042,30044,,,,,,,,,,,,,,,,
20541,ver-11.043,COMAPA,2000,0,30,30043,30045,pan,1,AURORA CANTON CRODA,Term-limited-p-won,,pri,0.178496241,0,0,0,,,incumbent out,incumbent out,,
20542,ver-12.043,COMAPA,2004,0,30,30043,30045,pan,0,EDGAR JOSE ALTAMIRANO ALVARADO,Term-limited-p-won,,pri-pvem,0.157316443,0,0,0,,,incumbent out,incumbent out,,
20543,ver-13.043,COMAPA,2007,0,30,30043,30045,pan,1,MARIA DEL CARMEN CANTON CRODA,Term-limited-p-lost,,pri-pvem-pna-pasd,0.156373865,0,0,0,,,incumbent out,incumbent out,,
20544,ver-14.043,COMAPA,2010,0,30,30043,30045,pri-pvem-prv,0,JOSE LUIS ANGUHEVEN RINCON,Term-limited-p-won,,pan-pna,0.033583691,0,0,0,,,incumbent out,incumbent out,,
20545,ver-15.043,COMAPA,2013,0,30,30043,30045,pri-pvem-pna,1,AURORA CANTON CRODA,Term-limited-p-won,,pan,0.249772934,0,1,1,,,incumbent out,incumbent out,,
20546,ver-16.043,COMAPA,2017,0,30,30043,30045,pri,1,MARIA DEL CARMEN CANTON CRODA,Term-limited-p-lost,,pvem,0.208349292,0,1,1,,,incumbent out,incumbent out,,
20547,ver-17.043,COMAPA,2021,0,30,30043,30045,pan,0,GABRIEL EUGENIO LAGUNES JAUREGUI,2025,,pri,0.020891998,0,,,,,incumbent out,2024,,
20548,ver-18.043,COMAPA,2025,0,30,30043,30045,,,,,,,,,,,,,,,,
20552,ver-11.044,CORDOBA,2000,0,30,30044,30046,pan,0,EDGAR HUGO FERNANDEZ BERNAL,Term-limited-p-lost,,pri,0.219710109,0,0,0,,,incumbent out,incumbent out,,
20553,ver-12.044,CORDOBA,2004,0,30,30044,30046,pri-pvem,0,FRANCISCO PORTILLA BONILLA,Term-limited-p-won,,pan,0.007480736,0,0,0,,,incumbent out,incumbent out,,
20554,ver-13.044,CORDOBA,2007,0,30,30044,30046,pri-pvem-pna,0,JUAN ANTONIO LAVIN TORRES,Term-limited-p-won,,pan,0.121125184,0,0,0,,,incumbent out,incumbent out,,
20555,ver-14.044,CORDOBA,2010,0,30,30044,30046,pri-pvem-prv,0,FRANCISCO PORTILLA BONILLA,Term-limited-p-lost,,pan,0.098984298,0,1,1,,,incumbent out,incumbent out,,
20556,ver-15.044,CORDOBA,2013,0,30,30044,30046,pan,0,JAIME TOMAS RIOS BERNAL,Term-limited-p-won,,pri-pvem-pna,0.021261526,0,1,1,,,incumbent out,incumbent out,,
20557,ver-16.044,CORDOBA,2017,0,30,30044,30046,pan-prd,1,LETICIA LOPEZ LANDERO,Term-limited-p-lost,,morena,0.018029678,0,0,0,,,incumbent out,incumbent out,,
20558,ver-17.044,CORDOBA,2021,0,30,30044,30046,pvem-pt-morena,0,JUAN MARTINEZ FLORES,2025,,pan-pri-prd,0.082060432,0,,,,,incumbent out,2024,,
20559,ver-18.044,CORDOBA,2025,0,30,30044,30046,,,,,,,,,,,,,,,,
20563,ver-11.045,COSAMALOAPAN DE CARPIO,2000,0,30,30045,30047,pan,0,JUAN RENE CHIUNTI HERNANDEZ,Term-limited-p-lost,,pri-dsppn,0.240526725,0,0,0,,,incumbent out,incumbent out,,
20564,ver-12.045,COSAMALOAPAN DE CARPIO,2004,0,30,30045,30047,prd-pt-conve,0,MARCOS RAUL SALIDO GARCIA,Term-limited-p-lost,,pri-pvem,0.13157559,0,0,0,,,incumbent out,incumbent out,,
20565,ver-13.045,COSAMALOAPAN DE CARPIO,2007,0,30,30045,30047,pri-pvem-pna-pasd,0,JUAN RENE CHIUNTI HERNANDEZ,Term-limited-p-lost,,pan,0.348628492,0,1,1,,,incumbent out,incumbent out,,
20566,ver-14.045,COSAMALOAPAN DE CARPIO,2010,0,30,30045,30047,prd-pt-conve,0,HOMERO ARRONIZ ZORRILLA,Term-limited-p-lost,,pri-pvem-prv,0.259244518,0,0,0,,,incumbent out,incumbent out,,
20567,ver-15.045,COSAMALOAPAN DE CARPIO,2013,0,30,30045,30047,pri-pvem-pna,1,ADRIANA MAASS MICHEL,Term-limited-p-lost,,pt,0.017024367,0,0,0,,,incumbent out,incumbent out,,
20568,ver-16.045,COSAMALOAPAN DE CARPIO,2017,0,30,30045,30047,pan-prd,0,RAUL HERMIDA SALTO,Term-limited-p-lost,,pna,0.074246741,0,0,0,,,incumbent out,incumbent out,,
20569,ver-17.045,COSAMALOAPAN DE CARPIO,2021,0,30,30045,30047,morena,0,GUSTAVO SENTIES HERNANDEZ,2025,,pvem,0.124846651,0,,,,,incumbent out,2024,,
20570,ver-18.045,COSAMALOAPAN DE CARPIO,2025,0,30,30045,30047,,,,,,,,,,,,,,,,
20574,ver-11.046,COSAUTLAN DE CARVAJAL,2000,0,30,30046,30048,pri-parm-psn,0,ODILON FERNANDEZ CARRERA,Term-limited-p-lost,,pt,0.044609665,0,0,0,,,incumbent out,incumbent out,,
20575,ver-12.046,COSAUTLAN DE CARVAJAL,2004,0,30,30046,30048,prd-pt-conve,0,JOSE DE JESUS MARTINEZ LOPEZ,Term-limited-p-lost,,pan,0.134915254,0,0,0,,,incumbent out,incumbent out,,
20576,ver-13.046,COSAUTLAN DE CARVAJAL,2007,0,30,30046,30048,pan,0,SERGIO FELIX CORTES GUZMAN,Term-limited-p-lost,,pri-pvem,0.090823233,0,0,0,,,incumbent out,incumbent out,,
20577,ver-14.046,COSAUTLAN DE CARVAJAL,2010,0,30,30046,30048,pri-pvem-prv,0,RAFAEL MARTINEZ MORALES,Term-limited-p-lost,,pan-pna,0.125879044,0,0,0,,,incumbent out,incumbent out,,
20578,ver-15.046,COSAUTLAN DE CARVAJAL,2013,0,30,30046,30048,pt,0,RAFAEL DIAZ ARGUELLO,Term-limited-p-lost,,pri-pvem-pna,0.209800509,0,0,0,,,incumbent out,incumbent out,,
20579,ver-16.046,COSAUTLAN DE CARVAJAL,2017,0,30,30046,30048,pan-prd,1,ALICIA VALDIVIA VARGAS,Term-limited-p-lost,,mc,0.163237498,0,0,0,,,incumbent out,incumbent out,,
20580,ver-17.046,COSAUTLAN DE CARVAJAL,2021,0,30,30046,30048,mc,0,JOSE ANTONIO VALDIVIA HUERTA,2025,,pvem-pt-morena,0.039792077,0,,,,,incumbent out,2024,,
20581,ver-18.046,COSAUTLAN DE CARVAJAL,2025,0,30,30046,30048,,,,,,,,,,,,,,,,
20585,ver-11.047,COSCOMATEPEC,2000,0,30,30047,30049,pri,0,FRANCISCO BALDERAS JIMENEZ,Term-limited-p-lost,,pan-prd,0.126004459,0,0,0,,,incumbent out,incumbent out,,
20586,ver-12.047,COSCOMATEPEC,2004,0,30,30047,30049,prd-pt-conve,0,IGNACIO ALVAREZ VARGAS,Term-limited-p-lost,,pan,0.043389304,0,0,0,,,incumbent out,incumbent out,,
20587,ver-13.047,COSCOMATEPEC,2007,0,30,30047,30049,pri-pvem-pna-pasd,0,ANDRES MELCHOR LOPEZ,Term-limited-p-lost,,pan,0.182422075,0,0,0,,,incumbent out,incumbent out,,
20588,ver-14.047,COSCOMATEPEC,2010,0,30,30047,30049,prd-pt-conve,0,SERAFIN GONZALEZ SAAVEDRA,Term-limited-p-lost,,pri-pvem-prv,0.040138661,0,0,0,,,incumbent out,incumbent out,,
20589,ver-15.047,COSCOMATEPEC,2013,0,30,30047,30049,pri-pvem-pna,0,IGNACIO MANUEL ALVAREZ SANCHEZ,Term-limited-p-lost,,prd,0.053858371,0,0,0,,,incumbent out,incumbent out,,
20590,ver-16.047,COSCOMATEPEC,2017,0,30,30047,30049,pan-prd,0,SERAFIN GONZALEZ SAAVEDRA,Term-limited-p-lost,,pri-pvem,0.221318068,0,1,1,,,incumbent out,incumbent out,,
20591,ver-17.047,COSCOMATEPEC,2021,0,30,30047,30049,mc,0,JOSE LUIS ALONSO JUAREZ,2025,,pan-pri-prd,0.105785956,0,,,,,incumbent out,2024,,
20592,ver-18.047,COSCOMATEPEC,2025,0,30,30047,30049,,,,,,,,,,,,,,,,
20596,ver-11.048,COSOLEACAQUE,2000,0,30,30048,30050,prd,0,DARIO ABURTO PERDOMO,Term-limited-p-lost,,pri,0.037681688,0,1,1,,,incumbent out,incumbent out,,
20597,ver-12.048,COSOLEACAQUE,2004,0,30,30048,30050,pri-pvem,0,CUAUHTEMOC CADENA PEREZ,Term-limited-p-won,,prd-pt-conve,0.03121264,0,0,0,,,incumbent out,incumbent out,,
